text,intent
"This is Noor, I want to order a mixed grill for four for pickup around 8 tonight",menu
"This is Noor, I want to order a family hummus and baba ghanouj for pickup at 6 pm",menu
"This is Noor, I want to order a family hummus and baba ghanouj for pickup around 7:30",menu
"This is Noor, I want to order a family hummus and baba ghanouj for pickup at noon",menu
"This is Noor, I want to order a family hummus and baba ghanouj for pickup at 1:15",menu
"This is Noor, I want to order a family hummus and baba ghanouj for pickup around 8 tonight",menu
"This is Noor, I want to order four shish taouk plates for pickup at 6 pm",menu
"This is Noor, I want to order four shish taouk plates for pickup around 7:30",menu
"This is Noor, I want to order four shish taouk plates for pickup at noon",menu
"This is Noor, I want to order four shish taouk plates for pickup at 1:15",menu
"This is Noor, I want to order four shish taouk plates for pickup around 8 tonight",menu
"This is Noor, I want to order a big kibbeh nayyeh platter for pickup at 6 pm",menu
"This is Noor, I want to order a big kibbeh nayyeh platter for pickup around 7:30",menu
"This is Noor, I want to order a big kibbeh nayyeh platter for pickup at noon",menu
"This is Noor, I want to order a big kibbeh nayyeh platter for pickup at 1:15",menu
"This is Noor, I want to order a big kibbeh nayyeh platter for pickup around 8 tonight",menu
"We are celebrating a birthday, can you suggest a nice spread?",menu
"It's a birthday, what should we order from your menu?",menu
"For a birthday, do you recommend more grills or more mezze?",menu
"We're doing a birthday at home and want Lebanese food, what do you think?",menu
"We are celebrating an anniversary, can you suggest a nice spread?",menu
"It's an anniversary, what should we order from your menu?",menu
"For an anniversary, do you recommend more grills or more mezze?",menu
"We're doing an anniversary at home and want Lebanese food, what do you think?",menu
"We are celebrating a graduation celebration, can you suggest a nice spread?",menu
"It's a graduation celebration, what should we order from your menu?",menu
"For a graduation celebration, do you recommend more grills or more mezze?",menu
"We're doing a graduation celebration at home and want Lebanese food, what do you think?",menu
"We are celebrating a family reunion, can you suggest a nice spread?",menu
"It's a family reunion, what should we order from your menu?",menu
"For a family reunion, do you recommend more grills or more mezze?",menu
"We're doing a family reunion at home and want Lebanese food, what do you think?",menu
"We are celebrating a work party, can you suggest a nice spread?",menu
"It's a work party, what should we order from your menu?",menu
"For a work party, do you recommend more grills or more mezze?",menu
"We're doing a work party at home and want Lebanese food, what do you think?",menu
We want a pitcher of mint lemonade and a tray of baklava for the table,menu
Can you bring a pitcher of mint lemonade plus a tray of baklava?,menu
Let's do a pitcher of mint lemonade and also a tray of baklava,menu
Please add a pitcher of mint lemonade and a tray of baklava to our order,menu
We want sparkling water for six and a knafeh to share for the table,menu
Can you bring sparkling water for six plus a knafeh to share?,menu
Let's do sparkling water for six and also a knafeh to share,menu
Please add sparkling water for six and a knafeh to share to our order,menu
We want soft drinks for five and an assorted dessert platter for the table,menu
Can you bring soft drinks for five plus an assorted dessert platter?,menu
Let's do soft drinks for five and also an assorted dessert platter,menu
Please add soft drinks for five and an assorted dessert platter to our order,menu
We want Turkish coffee for four and a plate of baklava for the table,menu
Can you bring Turkish coffee for four plus a plate of baklava?,menu
Let's do Turkish coffee for four and also a plate of baklava,menu
Please add Turkish coffee for four and a plate of baklava to our order,menu
We want Arabic tea for three and a small tray of sweets for the table,menu
Can you bring Arabic tea for three plus a small tray of sweets?,menu
Let's do Arabic tea for three and also a small tray of sweets,menu
Please add Arabic tea for three and a small tray of sweets to our order,menu
"After the meal, we want some Turkish coffee and a bit of baklava",menu
"Once we're done eating, bring us Arabic tea and some sweets",menu
"We'll finish with coffee and dessert, what do you recommend?",menu
"For after dinner, can you do coffee and a dessert sampler?",menu
"If I order two shawarma plates and a hummus now, how long will it take?",menu
How much time do you need to prepare two shawarma plates and a hummus?,menu
What's the wait time if I place two shawarma plates and a hummus?,menu
About how long should I expect two shawarma plates and a hummus to be ready?,menu
"If I order four falafel wraps and fries now, how long will it take?",menu
How much time do you need to prepare four falafel wraps and fries?,menu
What's the wait time if I place four falafel wraps and fries?,menu
About how long should I expect four falafel wraps and fries to be ready?,menu
"If I order a mixed grill and a mezze platter now, how long will it take?",menu
How much time do you need to prepare a mixed grill and a mezze platter?,menu
What's the wait time if I place a mixed grill and a mezze platter?,menu
About how long should I expect a mixed grill and a mezze platter to be ready?,menu
"If I order three kafta plates and two shish taouk now, how long will it take?",menu
How much time do you need to prepare three kafta plates and two shish taouk?,menu
What's the wait time if I place three kafta plates and two shish taouk?,menu
About how long should I expect three kafta plates and two shish taouk to be ready?,menu
"If I order a big catering tray of chicken shawarma now, how long will it take?",menu
How much time do you need to prepare a big catering tray of chicken shawarma?,menu
What's the wait time if I place a big catering tray of chicken shawarma?,menu
About how long should I expect a big catering tray of chicken shawarma to be ready?,menu
Can you label the containers with what's inside?,menu
Please write what's vegetarian and what's meat on the boxes,menu
Can you separate spicy items from non-spicy ones and label them?,menu
"Label which trays are spicy and which are mild, please",menu
Do you have any family deals tonight?,menu
Are there any specials on shawarma plates right now?,menu
Do you offer any combo deals for couples?,menu
Any promo if we order a lot of mezze?,menu
Can you cut the shawarma wraps in half for sharing?,menu
Please slice the manakish so it's easy to share,menu
Can you pre-cut the mixed grill meats into smaller pieces?,menu
Do you have any recommendations for someone new to Lebanese food?,menu
"It's my first time here, what should I try?",menu
"I've never had Lebanese food before, can you guide me?",menu
Could I please get your chicken shawarma wrap?,menu
I'm gonna do your chicken shawarma wrap today.,menu
Can you hook me up with your chicken shawarma wrap?,menu
Let me order your chicken shawarma wrap for pickup.,menu
I'd like to try your chicken shawarma wrap for the first time.,menu
Could I please get a beef shawarma sandwich?,menu
I'm gonna do a beef shawarma sandwich today.,menu
Can you hook me up with a beef shawarma sandwich?,menu
Let me order a beef shawarma sandwich for pickup.,menu
I'd like to try a beef shawarma sandwich for the first time.,menu
Could I please get one mixed shawarma plate?,menu
I'm gonna do one mixed shawarma plate today.,menu
Can you hook me up with one mixed shawarma plate?,menu
Let me order one mixed shawarma plate for pickup.,menu
I'd like to try one mixed shawarma plate for the first time.,menu
Could I please get your chicken shawarma combo?,menu
I'm gonna do your chicken shawarma combo today.,menu
Can you hook me up with your chicken shawarma combo?,menu
Let me order your chicken shawarma combo for pickup.,menu
I'd like to try your chicken shawarma combo for the first time.,menu
Is it possible to get just a bowl of lentil soup?,menu
"I only want lentil soup, nothing else.",menu
Can I start with lentil soup?,menu
I'd like lentil soup as my starter.,menu
Is it possible to get just a bowl of chicken soup if you have it?,menu
"I only want chicken soup if you have it, nothing else.",menu
Can I start with chicken soup if you have it?,menu
I'd like chicken soup if you have it as my starter.,menu
What's in your fattoush?,menu
"If I order the fattoush, can you put dressing on the side?",menu
"I want the fattoush, but can you add feta cheese?",menu
Do you guys put onions in the fattoush?,menu
What's in your tabbouleh?,menu
"If I order the tabbouleh, can you put dressing on the side?",menu
"I want the tabbouleh, but can you add feta cheese?",menu
Do you guys put onions in the tabbouleh?,menu
What's in your Greek salad?,menu
"If I order the Greek salad, can you put dressing on the side?",menu
"I want the Greek salad, but can you add feta cheese?",menu
Do you guys put onions in the Greek salad?,menu
Do kids usually like your zaatar manakish?,menu
Can I order zaatar manakish for breakfast tomorrow morning?,menu
Is the zaatar manakish spicy at all?,menu
I'd like zaatar manakish cut into small pieces for kids.,menu
Do kids usually like your cheese manakish?,menu
Can I order cheese manakish for breakfast tomorrow morning?,menu
Is the cheese manakish spicy at all?,menu
I'd like cheese manakish cut into small pieces for kids.,menu
Do kids usually like your zaatar and cheese manakish?,menu
Can I order zaatar and cheese manakish for breakfast tomorrow morning?,menu
Is the zaatar and cheese manakish spicy at all?,menu
I'd like zaatar and cheese manakish cut into small pieces for kids.,menu
What's inside your falafel wrap by default?,menu
Can I get a falafel wrap but without tomatoes?,menu
"Make my falafel wrap loaded with veggies, please.",menu
Is tahini the sauce you put in the falafel wrap?,menu
Do you make Turkish coffee single or double shot?,menu
Can I get Turkish coffee but not too strong?,menu
Is there a larger size for Turkish coffee?,menu
How sweet is your Turkish coffee if I say medium?,menu
Is Arak served by the glass or bottle?,menu
Can two people share one Arak serving?,menu
Do you bring water and ice with the Arak?,menu
"I'd like to try Arak for the first time, how is it served?",menu
What meats are included in your mixed grill?,menu
Can I replace lamb with extra chicken in the mixed grill?,menu
Is kafta part of the mixed grill or extra?,menu
"For the mixed grill, can I choose how many skewers of each meat?",menu
There are 3 of us and we just want to share a bunch of Lebanese dishes.,menu
There are 4 of us and we just want to share a bunch of Lebanese dishes.,menu
There are 5 of us and we just want to share a bunch of Lebanese dishes.,menu
There are 6 of us and we just want to share a bunch of Lebanese dishes.,menu
"We have around $100 budget for catering, what can we get from you?",menu
"We have around $150 budget for catering, what can we get from you?",menu
"We have around $200 budget for catering, what can we get from you?",menu
"We have around $250 budget for catering, what can we get from you?",menu
Do you season the labneh with anything by default?,menu
Is your labneh more sour or mild?,menu
Can I get labneh with olive oil and mint on top?,menu
Do people usually eat labneh with bread or alone?,menu
"Between hummus and baba ghanouj, which is more popular there?",menu
Is your baba ghanouj smoky?,menu
Do you have a spicy hummus option?,menu
What mezze would you recommend as a starter for two?,menu
Is the mint lemonade refillable?,menu
Do you have different sizes for the mint lemonade?,menu
Can I get the mint lemonade less sweet?,menu
Is there a sugar-free drink option besides water?,menu
"Actually, can you change one of those chicken shawarmas to beef?",menu
"Wait, can you remove the onions from that last order?",menu
"Sorry, I want to add one more falafel wrap to what I said before.",menu
Can you cancel the fries and switch to a salad instead?,menu
Can you split our big platter onto two separate plates?,menu
"We want to share but pay separately, is that okay?",menu
"If we get the family mixed grill, can you divide it for two people?",menu
Is it possible to split the bill even if we order shared dishes?,menu
Can you box up what's left if we don't finish?,menu
Do you provide containers for leftovers?,menu
Is it okay if we take home the extra bread and dips?,menu
Can you pack our leftovers separately from the new order?,menu
Can I swap the rice for extra salad on the plate?,menu
"Instead of fries, can I get grilled vegetables?",menu
Is it allowed to have half rice and half salad?,menu
Can you replace the salad with more rice on my plate?,menu
Is the chicken shawarma too spicy for kids?,menu
Can you make a kids-size portion of the falafel plate?,menu
Do you have any non-spicy options my child might like?,menu
"Is there a kids menu, or should we just order smaller plates?",menu
"If we book a table at 7, can the food be ready close to then?",menu
"We'll be there in about 30 minutes, should we order now or later?",menu
Can you start preparing our mixed grill before we arrive?,menu
Do you recommend pre-ordering for a group so it's ready faster?,menu
Should we order knafeh in advance or after we eat?,menu
Is knafeh better with Turkish coffee or tea?,menu
How long does it take to prepare knafeh?,menu
Can we share one knafeh between three people?,menu
I'm thinking of ordering a chicken shawarma plate and some fries,menu
I'm thinking of ordering a chicken shawarma plate and a small hummus,menu
I'm thinking of ordering a chicken shawarma plate and a baba ghanouj,menu
I'm thinking of ordering a chicken shawarma plate and a tabbouleh,menu
I'm thinking of ordering a chicken shawarma plate and a mint lemonade,menu
I'm thinking of ordering two beef shawarma wraps and some fries,menu
I'm thinking of ordering two beef shawarma wraps and a small hummus,menu
I'm thinking of ordering two beef shawarma wraps and a baba ghanouj,menu
I'm thinking of ordering two beef shawarma wraps and a tabbouleh,menu
I'm thinking of ordering two beef shawarma wraps and a mint lemonade,menu
I'm thinking of ordering a falafel platter and some fries,menu
I'm thinking of ordering a falafel platter and a small hummus,menu
I'm thinking of ordering a falafel platter and a baba ghanouj,menu
I'm thinking of ordering a falafel platter and a tabbouleh,menu
I'm thinking of ordering a falafel platter and a mint lemonade,menu
I'm thinking of ordering a mixed grill for two and some fries,menu
I'm thinking of ordering a mixed grill for two and a small hummus,menu
I'm thinking of ordering a mixed grill for two and a baba ghanouj,menu
I'm thinking of ordering a mixed grill for two and a tabbouleh,menu
I'm thinking of ordering a mixed grill for two and a mint lemonade,menu
I'm thinking of ordering a kafta plate and some fries,menu
I'm thinking of ordering a kafta plate and a small hummus,menu
I'm thinking of ordering a kafta plate and a baba ghanouj,menu
I'm thinking of ordering a kafta plate and a tabbouleh,menu
I'm thinking of ordering a kafta plate and a mint lemonade,menu
Can I get one chicken shawarma wrap for here?,menu
I want one chicken shawarma wrap to go.,menu
I'm not sure if I want one chicken shawarma wrap for here or to go.,menu
Is it cheaper if I get one chicken shawarma wrap to go instead of dining in?,menu
Can I get a falafel sandwich for here?,menu
I want a falafel sandwich to go.,menu
I'm not sure if I want a falafel sandwich for here or to go.,menu
Is it cheaper if I get a falafel sandwich to go instead of dining in?,menu
Can I get a lentil soup and salad for here?,menu
I want a lentil soup and salad to go.,menu
I'm not sure if I want a lentil soup and salad for here or to go.,menu
Is it cheaper if I get a lentil soup and salad to go instead of dining in?,menu
Can I get a small mezze plate for here?,menu
I want a small mezze plate to go.,menu
I'm not sure if I want a small mezze plate for here or to go.,menu
Is it cheaper if I get a small mezze plate to go instead of dining in?,menu
What does mezze mean exactly?,menu
What is shish taouk?,menu
Is kafta like a meatball or more like a kebab?,menu
"What is kibbeh nayyeh, is it raw meat?",menu
Is your baklava very sweet?,menu
Does the baklava have pistachios or walnuts?,menu
Is there a nut-free dessert option besides baklava?,menu
Can I get just one piece of baklava to taste?,menu
Do people usually order dessert here?,menu
What sweet do you recommend after shawarma?,menu
Any traditional Lebanese dessert we should not miss?,menu
Is knafeh too heavy after a mixed grill?,menu
Can I order a chicken shawarma sandwich please?,menu
I'd like to place an order for one chicken shawarma sandwich.,menu
Put one chicken shawarma sandwich on my order.,menu
I just need a chicken shawarma sandwich.,menu
I'd like a chicken shawarma sandwich for myself.,menu
Can I order a beef shawarma sandwich please?,menu
I'd like to place an order for one beef shawarma sandwich.,menu
Put one beef shawarma sandwich on my order.,menu
I just need a beef shawarma sandwich.,menu
I'd like a beef shawarma sandwich for myself.,menu
Can I order a mixed shawarma sandwich please?,menu
I'd like to place an order for one mixed shawarma sandwich.,menu
Put one mixed shawarma sandwich on my order.,menu
I just need a mixed shawarma sandwich.,menu
I'd like a mixed shawarma sandwich for myself.,menu
Can I order a falafel wrap please?,menu
I'd like to place an order for one falafel wrap.,menu
Put one falafel wrap on my order.,menu
I just need a falafel wrap.,menu
I'd like a falafel wrap for myself.,menu
Can I order a kafta wrap please?,menu
I'd like to place an order for one kafta wrap.,menu
Put one kafta wrap on my order.,menu
I just need a kafta wrap.,menu
I'd like a kafta wrap for myself.,menu
Can I order a shish taouk wrap please?,menu
I'd like to place an order for one shish taouk wrap.,menu
Put one shish taouk wrap on my order.,menu
I just need a shish taouk wrap.,menu
I'd like a shish taouk wrap for myself.,menu
Can I order a chicken shawarma plate please?,menu
I'd like to place an order for one chicken shawarma plate.,menu
Put one chicken shawarma plate on my order.,menu
I just need a chicken shawarma plate.,menu
I'd like a chicken shawarma plate for myself.,menu
Can I order a beef shawarma plate please?,menu
I'd like to place an order for one beef shawarma plate.,menu
Put one beef shawarma plate on my order.,menu
I just need a beef shawarma plate.,menu
I'd like a beef shawarma plate for myself.,menu
Can I order a falafel plate please?,menu
I'd like to place an order for one falafel plate.,menu
Put one falafel plate on my order.,menu
I just need a falafel plate.,menu
I'd like a falafel plate for myself.,menu
Can I order a kafta plate please?,menu
I'd like to place an order for one kafta plate.,menu
Put one kafta plate on my order.,menu
I just need a kafta plate.,menu
I'd like a kafta plate for myself.,menu
Can I order a mixed grill plate please?,menu
I'd like to place an order for one mixed grill plate.,menu
Put one mixed grill plate on my order.,menu
I just need a mixed grill plate.,menu
I'd like a mixed grill plate for myself.,menu
Can I order a lentil soup please?,menu
I'd like to place an order for one lentil soup.,menu
Put one lentil soup on my order.,menu
I just need a lentil soup.,menu
I'd like a lentil soup for myself.,menu
Can I order a tabbouleh salad please?,menu
I'd like to place an order for one tabbouleh salad.,menu
Put one tabbouleh salad on my order.,menu
I just need a tabbouleh salad.,menu
I'd like a tabbouleh salad for myself.,menu
Can I order a fattoush salad please?,menu
I'd like to place an order for one fattoush salad.,menu
Put one fattoush salad on my order.,menu
I just need a fattoush salad.,menu
I'd like a fattoush salad for myself.,menu
I'd like chicken shawarma plate plus falafel wrap.,menu
Can I get chicken shawarma plate and also falafel wrap?,menu
Please add chicken shawarma plate and falafel wrap to my order.,menu
I'm ordering chicken shawarma plate with falafel wrap on the side.,menu
I'd like chicken shawarma plate plus small hummus.,menu
Can I get chicken shawarma plate and also small hummus?,menu
Please add chicken shawarma plate and small hummus to my order.,menu
I'm ordering chicken shawarma plate with small hummus on the side.,menu
I'd like chicken shawarma plate plus baba ghanouj.,menu
Can I get chicken shawarma plate and also baba ghanouj?,menu
Please add chicken shawarma plate and baba ghanouj to my order.,menu
I'm ordering chicken shawarma plate with baba ghanouj on the side.,menu
I'd like chicken shawarma plate plus mint lemonade.,menu
Can I get chicken shawarma plate and also mint lemonade?,menu
Please add chicken shawarma plate and mint lemonade to my order.,menu
I'm ordering chicken shawarma plate with mint lemonade on the side.,menu
I'd like chicken shawarma plate plus baklava piece.,menu
Can I get chicken shawarma plate and also baklava piece?,menu
Please add chicken shawarma plate and baklava piece to my order.,menu
I'm ordering chicken shawarma plate with baklava piece on the side.,menu
I'd like falafel wrap plus chicken shawarma plate.,menu
Can I get falafel wrap and also chicken shawarma plate?,menu
Please add falafel wrap and chicken shawarma plate to my order.,menu
I'm ordering falafel wrap with chicken shawarma plate on the side.,menu
I'd like falafel wrap plus small hummus.,menu
Can I get falafel wrap and also small hummus?,menu
Please add falafel wrap and small hummus to my order.,menu
I'm ordering falafel wrap with small hummus on the side.,menu
I'd like falafel wrap plus baba ghanouj.,menu
Can I get falafel wrap and also baba ghanouj?,menu
Please add falafel wrap and baba ghanouj to my order.,menu
I'm ordering falafel wrap with baba ghanouj on the side.,menu
I'd like falafel wrap plus mint lemonade.,menu
Can I get falafel wrap and also mint lemonade?,menu
Please add falafel wrap and mint lemonade to my order.,menu
I'm ordering falafel wrap with mint lemonade on the side.,menu
I'd like falafel wrap plus baklava piece.,menu
Can I get falafel wrap and also baklava piece?,menu
Please add falafel wrap and baklava piece to my order.,menu
I'm ordering falafel wrap with baklava piece on the side.,menu
I'd like small hummus plus chicken shawarma plate.,menu
Can I get small hummus and also chicken shawarma plate?,menu
Please add small hummus and chicken shawarma plate to my order.,menu
I'm ordering small hummus with chicken shawarma plate on the side.,menu
I'd like small hummus plus falafel wrap.,menu
Can I get small hummus and also falafel wrap?,menu
Please add small hummus and falafel wrap to my order.,menu
I'm ordering small hummus with falafel wrap on the side.,menu
I'd like small hummus plus baba ghanouj.,menu
Can I get small hummus and also baba ghanouj?,menu
Please add small hummus and baba ghanouj to my order.,menu
I'm ordering small hummus with baba ghanouj on the side.,menu
I'd like small hummus plus mint lemonade.,menu
Can I get small hummus and also mint lemonade?,menu
Please add small hummus and mint lemonade to my order.,menu
I'm ordering small hummus with mint lemonade on the side.,menu
I'd like small hummus plus baklava piece.,menu
Can I get small hummus and also baklava piece?,menu
Please add small hummus and baklava piece to my order.,menu
I'm ordering small hummus with baklava piece on the side.,menu
I'd like baba ghanouj plus chicken shawarma plate.,menu
Can I get baba ghanouj and also chicken shawarma plate?,menu
Please add baba ghanouj and chicken shawarma plate to my order.,menu
I'm ordering baba ghanouj with chicken shawarma plate on the side.,menu
I'd like baba ghanouj plus falafel wrap.,menu
Can I get baba ghanouj and also falafel wrap?,menu
Please add baba ghanouj and falafel wrap to my order.,menu
I'm ordering baba ghanouj with falafel wrap on the side.,menu
I'd like baba ghanouj plus small hummus.,menu
Can I get baba ghanouj and also small hummus?,menu
Please add baba ghanouj and small hummus to my order.,menu
I'm ordering baba ghanouj with small hummus on the side.,menu
I'd like baba ghanouj plus mint lemonade.,menu
Can I get baba ghanouj and also mint lemonade?,menu
Please add baba ghanouj and mint lemonade to my order.,menu
I'm ordering baba ghanouj with mint lemonade on the side.,menu
I'd like baba ghanouj plus baklava piece.,menu
Can I get baba ghanouj and also baklava piece?,menu
Please add baba ghanouj and baklava piece to my order.,menu
I'm ordering baba ghanouj with baklava piece on the side.,menu
I'd like mint lemonade plus chicken shawarma plate.,menu
Can I get mint lemonade and also chicken shawarma plate?,menu
Please add mint lemonade and chicken shawarma plate to my order.,menu
I'm ordering mint lemonade with chicken shawarma plate on the side.,menu
I'd like mint lemonade plus falafel wrap.,menu
Can I get mint lemonade and also falafel wrap?,menu
Please add mint lemonade and falafel wrap to my order.,menu
I'm ordering mint lemonade with falafel wrap on the side.,menu
I'd like mint lemonade plus small hummus.,menu
Can I get mint lemonade and also small hummus?,menu
Please add mint lemonade and small hummus to my order.,menu
I'm ordering mint lemonade with small hummus on the side.,menu
I'd like mint lemonade plus baba ghanouj.,menu
Can I get mint lemonade and also baba ghanouj?,menu
Please add mint lemonade and baba ghanouj to my order.,menu
I'm ordering mint lemonade with baba ghanouj on the side.,menu
I'd like mint lemonade plus baklava piece.,menu
Can I get mint lemonade and also baklava piece?,menu
Please add mint lemonade and baklava piece to my order.,menu
I'm ordering mint lemonade with baklava piece on the side.,menu
I'd like baklava piece plus chicken shawarma plate.,menu
Can I get baklava piece and also chicken shawarma plate?,menu
Please add baklava piece and chicken shawarma plate to my order.,menu
I'm ordering baklava piece with chicken shawarma plate on the side.,menu
I'd like baklava piece plus falafel wrap.,menu
Can I get baklava piece and also falafel wrap?,menu
Please add baklava piece and falafel wrap to my order.,menu
I'm ordering baklava piece with falafel wrap on the side.,menu
I'd like baklava piece plus small hummus.,menu
Can I get baklava piece and also small hummus?,menu
Please add baklava piece and small hummus to my order.,menu
I'm ordering baklava piece with small hummus on the side.,menu
I'd like baklava piece plus baba ghanouj.,menu
Can I get baklava piece and also baba ghanouj?,menu
Please add baklava piece and baba ghanouj to my order.,menu
I'm ordering baklava piece with baba ghanouj on the side.,menu
I'd like baklava piece plus mint lemonade.,menu
Can I get baklava piece and also mint lemonade?,menu
Please add baklava piece and mint lemonade to my order.,menu
I'm ordering baklava piece with mint lemonade on the side.,menu
We are 3 people and want to share a couple of big dishes.,menu
"For 3 people, what's a good amount of food from your place?",menu
We have 3 guests and want some kind of Lebanese feast.,menu
There will be 3 of us. Can you suggest a shared meal?,menu
We are 4 people and want to share a couple of big dishes.,menu
"For 4 people, what's a good amount of food from your place?",menu
We have 4 guests and want some kind of Lebanese feast.,menu
There will be 4 of us. Can you suggest a shared meal?,menu
We are 5 people and want to share a couple of big dishes.,menu
"For 5 people, what's a good amount of food from your place?",menu
We have 5 guests and want some kind of Lebanese feast.,menu
There will be 5 of us. Can you suggest a shared meal?,menu
We are 6 people and want to share a couple of big dishes.,menu
"For 6 people, what's a good amount of food from your place?",menu
We have 6 guests and want some kind of Lebanese feast.,menu
There will be 6 of us. Can you suggest a shared meal?,menu
We are 7 people and want to share a couple of big dishes.,menu
"For 7 people, what's a good amount of food from your place?",menu
We have 7 guests and want some kind of Lebanese feast.,menu
There will be 7 of us. Can you suggest a shared meal?,menu
We are 8 people and want to share a couple of big dishes.,menu
"For 8 people, what's a good amount of food from your place?",menu
We have 8 guests and want some kind of Lebanese feast.,menu
There will be 8 of us. Can you suggest a shared meal?,menu
I want to pick up two shawarma wraps in 20 minutes.,menu
Can I schedule two shawarma wraps for pickup in 20 minutes?,menu
I'd like two shawarma wraps ready in 20 minutes.,menu
Is it possible to have two shawarma wraps done in 20 minutes?,menu
I want to pick up two shawarma wraps in about half an hour.,menu
Can I schedule two shawarma wraps for pickup in about half an hour?,menu
I'd like two shawarma wraps ready in about half an hour.,menu
Is it possible to have two shawarma wraps done in about half an hour?,menu
I want to pick up two shawarma wraps around 7 pm.,menu
Can I schedule two shawarma wraps for pickup around 7 pm?,menu
I'd like two shawarma wraps ready around 7 pm.,menu
Is it possible to have two shawarma wraps done around 7 pm?,menu
I want to pick up two shawarma wraps at 6:45.,menu
Can I schedule two shawarma wraps for pickup at 6:45?,menu
I'd like two shawarma wraps ready at 6:45.,menu
Is it possible to have two shawarma wraps done at 6:45?,menu
I want to pick up two shawarma wraps in an hour.,menu
Can I schedule two shawarma wraps for pickup in an hour?,menu
I'd like two shawarma wraps ready in an hour.,menu
Is it possible to have two shawarma wraps done in an hour?,menu
I want to pick up a mixed grill for two in 20 minutes.,menu
Can I schedule a mixed grill for two for pickup in 20 minutes?,menu
I'd like a mixed grill for two ready in 20 minutes.,menu
Is it possible to have a mixed grill for two done in 20 minutes?,menu
I want to pick up a mixed grill for two in about half an hour.,menu
Can I schedule a mixed grill for two for pickup in about half an hour?,menu
I'd like a mixed grill for two ready in about half an hour.,menu
Is it possible to have a mixed grill for two done in about half an hour?,menu
I want to pick up a mixed grill for two around 7 pm.,menu
Can I schedule a mixed grill for two for pickup around 7 pm?,menu
I'd like a mixed grill for two ready around 7 pm.,menu
Is it possible to have a mixed grill for two done around 7 pm?,menu
I want to pick up a mixed grill for two at 6:45.,menu
Can I schedule a mixed grill for two for pickup at 6:45?,menu
I'd like a mixed grill for two ready at 6:45.,menu
Is it possible to have a mixed grill for two done at 6:45?,menu
I want to pick up a mixed grill for two in an hour.,menu
Can I schedule a mixed grill for two for pickup in an hour?,menu
I'd like a mixed grill for two ready in an hour.,menu
Is it possible to have a mixed grill for two done in an hour?,menu
I want to pick up three falafel plates in 20 minutes.,menu
Can I schedule three falafel plates for pickup in 20 minutes?,menu
I'd like three falafel plates ready in 20 minutes.,menu
Is it possible to have three falafel plates done in 20 minutes?,menu
I want to pick up three falafel plates in about half an hour.,menu
Can I schedule three falafel plates for pickup in about half an hour?,menu
I'd like three falafel plates ready in about half an hour.,menu
Is it possible to have three falafel plates done in about half an hour?,menu
I want to pick up three falafel plates around 7 pm.,menu
Can I schedule three falafel plates for pickup around 7 pm?,menu
I'd like three falafel plates ready around 7 pm.,menu
Is it possible to have three falafel plates done around 7 pm?,menu
I want to pick up three falafel plates at 6:45.,menu
Can I schedule three falafel plates for pickup at 6:45?,menu
I'd like three falafel plates ready at 6:45.,menu
Is it possible to have three falafel plates done at 6:45?,menu
I want to pick up three falafel plates in an hour.,menu
Can I schedule three falafel plates for pickup in an hour?,menu
I'd like three falafel plates ready in an hour.,menu
Is it possible to have three falafel plates done in an hour?,menu
I want to pick up a family hummus and baba ghanouj in 20 minutes.,menu
Can I schedule a family hummus and baba ghanouj for pickup in 20 minutes?,menu
I'd like a family hummus and baba ghanouj ready in 20 minutes.,menu
Is it possible to have a family hummus and baba ghanouj done in 20 minutes?,menu
I want to pick up a family hummus and baba ghanouj in about half an hour.,menu
Can I schedule a family hummus and baba ghanouj for pickup in about half an hour?,menu
I'd like a family hummus and baba ghanouj ready in about half an hour.,menu
Is it possible to have a family hummus and baba ghanouj done in about half an hour?,menu
I want to pick up a family hummus and baba ghanouj around 7 pm.,menu
Can I schedule a family hummus and baba ghanouj for pickup around 7 pm?,menu
I'd like a family hummus and baba ghanouj ready around 7 pm.,menu
Is it possible to have a family hummus and baba ghanouj done around 7 pm?,menu
I want to pick up a family hummus and baba ghanouj at 6:45.,menu
Can I schedule a family hummus and baba ghanouj for pickup at 6:45?,menu
I'd like a family hummus and baba ghanouj ready at 6:45.,menu
Is it possible to have a family hummus and baba ghanouj done at 6:45?,menu
I want to pick up a family hummus and baba ghanouj in an hour.,menu
Can I schedule a family hummus and baba ghanouj for pickup in an hour?,menu
I'd like a family hummus and baba ghanouj ready in an hour.,menu
Is it possible to have a family hummus and baba ghanouj done in an hour?,menu
We need catering for about 10 people with mostly finger food.,menu
Can you cater for 10 people if we want mostly finger food?,menu
We have 10 guests and prefer mostly finger food. What can you offer?,menu
Is there a package for 10 people that focuses on mostly finger food?,menu
We need catering for about 10 people with mostly grilled meats.,menu
Can you cater for 10 people if we want mostly grilled meats?,menu
We have 10 guests and prefer mostly grilled meats. What can you offer?,menu
Is there a package for 10 people that focuses on mostly grilled meats?,menu
We need catering for about 10 people with a mix of salads and grills.,menu
Can you cater for 10 people if we want a mix of salads and grills?,menu
We have 10 guests and prefer a mix of salads and grills. What can you offer?,menu
Is there a package for 10 people that focuses on a mix of salads and grills?,menu
We need catering for about 10 people with a lot of mezze.,menu
Can you cater for 10 people if we want a lot of mezze?,menu
We have 10 guests and prefer a lot of mezze. What can you offer?,menu
Is there a package for 10 people that focuses on a lot of mezze?,menu
